Method,Seed,Test_Index,True_Linker,Generated_Linker,MACCS_Similarity,MCS_Similarity,Validity,Novelty,Property_Error,Threshold_Match_0.50,Threshold_Match_0.60,Threshold_Match_0.70,Threshold_Match_0.85,Threshold_Match_0.90
Self-RAG,999,66,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3C(=O)[O-])cc2)c(C(=O)[O-])c1,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc(C(=O)O)cc2)c1,0.842,0.5,YES,YES,1.8287,YES,YES,YES,NO,NO
Self-RAG,999,67,c1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)nc1,C=CC=CC=C1C=CC=C(c2ccncc2)C=NC=C2NC=C(N=C1)C(=CC)c1cnccc12,0.467,0.199,YES,YES,3.7653,NO,NO,NO,NO,NO
Self-RAG,999,68,CSc1nccs1,CSc1nnn[nH]1,0.6,0.371,YES,YES,1.699,YES,YES,NO,NO,NO
Self-RAG,999,69,O=C([O-])C1CCC(C(=O)[O-])CC1,O=C([O-])C1CCC(C(=O)[O-])CC1,1.0,1.0,YES,YES,1.222,YES,YES,YES,YES,YES
Self-RAG,999,70,c1c[nH]cn1,c1nnn[nH]1,0.65,0.0,YES,YES,3.0895,YES,YES,NO,NO,NO
Self-RAG,999,71,c1ccc(-c2nnc(-c3ccncc3)[nH]2)nc1,c1ccc(-c2nnc(-c3ccncc3)[nH]2)nc1,1.0,1.0,YES,YES,2.3616,YES,YES,YES,YES,YES
Self-RAG,999,72,O=C([O-])c1cccc(-c2c3nc(c(-c4cccc(C(=O)[O-])c4)c4ccc([nH]4)c(-c4cccc(C(=O)[O-])c4)c4nc(c(-c5cccc(C(=O)[O-])c5)c5ccc2[nH]5)C=C4)C=C3)c1,C=CN=CC=CNNC(=O)C1CC(C(=O)[O-])=CC1=CC(=O)[O-],0.367,0.058,YES,YES,1.211,NO,NO,NO,NO,NO
Self-RAG,999,73,O=C([O-])c1cc2c(cc1C(=O)[O-])C(=O)c1ccccc1C2=O,O=C([O-])c1ccccc1I,0.44,0.395,YES,NO,1.856,NO,NO,NO,NO,NO
Self-RAG,999,74,Cc1cc2ccc3nc(C)ccc3c2cn1,CCCC=NC1=CC=C2N=CC=CC=C(C=C1)C2C,0.312,0.083,YES,YES,1.2786,NO,NO,NO,NO,NO
Self-RAG,999,75,Nc1nc2ccccc2[nH]1,C=Nc1nc2ccccc2[nH]1,0.793,0.912,YES,YES,3.831,YES,YES,YES,YES,YES
Self-RAG,999,76,O=C([O-])CCC(=O)[O-],O=C([O-])C=CC(=O)[O-],0.643,0.471,YES,YES,0.4839,YES,YES,NO,NO,NO
Self-RAG,999,77,CNC12C3C4C5C3(C#CC(=O)[O-])C1C5(NC)C42C#CC(=O)[O-],CNC12C3C4C5C(C41C#CC(=O)[O-])C2(NC)C53C#CC(=O)[O-],0.879,0.915,YES,YES,1.3209,YES,YES,YES,YES,YES
Self-RAG,999,78,O=C([O-])c1ccc(-c2ccccc2)cc1,O=C([O-])c1cccc(-c2cccnc2)c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,79,CCCOc1c(C(=O)[O-])ccc2c(OCCC)c(C(=O)[O-])ccc12,CCCOC=Cc1cc(C(=O)[O-])ccc1C(C=COCCC)c1cc(C(=O)[O-])ccc1OCCC,0.865,0.311,YES,YES,1.788,YES,YES,YES,YES,NO
Self-RAG,999,80,CN1c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc(n2)N(C)c2cncc1n2,CC=CC(C=CC1=CC=CC1)N(c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,0.559,0.017,YES,YES,3.6459,YES,NO,NO,NO,NO
Self-RAG,999,81,CC(C(=O)[O-])C(=O)[O-],CC(C(=O)[O-])=C(C)C(=O)[O-],0.667,0.478,YES,NO,2.8831,YES,YES,NO,NO,NO
Self-RAG,999,82,O=C([O-])C(F)=C(F)C(=O)[O-],O=C([O-])C(O)=C(O)C(=O)[O-],0.55,0.791,YES,YES,1.5206,YES,YES,YES,NO,NO
Self-RAG,999,83,O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])c(C(=O)[O-])c2)cc1C(=O)[O-],O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,0.5,0.354,YES,NO,1.9864,YES,NO,NO,NO,NO
Self-RAG,999,84,Cc1cc(OCC(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])CNC=C1C=C(C(=O)[O-])C(=O)N1,0.306,0.24,YES,YES,4.2596,NO,NO,NO,NO,NO
Self-RAG,999,85,O=C([O-])c1sc2c(C(=O)O)c(C(=O)[O-])sc2c1C(=O)O,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])cc1F,0.467,0.177,YES,YES,4.7274,NO,NO,NO,NO,NO
Self-RAG,999,86,Cc1nc(C)c(C(=O)[O-])c(C=Cc2ccccc2)c1C(=O)[O-],O=C([O-])c1ccccc1-c1ccccc1C(=O)[O-],0.593,0.313,YES,YES,1.656,YES,NO,NO,NO,NO
Self-RAG,999,87,Cc1c(C)c(C(=O)[O-])c(C)c(C)c1C(=O)[O-],Cc1c(C)c(C(=O)[O-])c(C)c(C)c1C(=O)[O-],1.0,1.0,YES,YES,1.0509,YES,YES,YES,YES,YES
Self-RAG,999,88,O=C([O-])CO,NCC(=O)[O-],0.5,0.78,YES,YES,0.4416,YES,YES,YES,NO,NO
Self-RAG,999,89,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)O,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)[O-],0.581,0.455,YES,YES,2.5172,YES,NO,NO,NO,NO
Self-RAG,999,90,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,c1ccc(-c2nc(-c3ccccn3)c(-c3ccccn3)nc2-c2ccccn2)nc1,0.5,0.0,YES,YES,2.3177,YES,NO,NO,NO,NO
Self-RAG,999,91,O=P(O)(O)CCSc1ccncc1,O=P(O)(O)CCCCP(=O)(O)O,0.59,0.431,YES,YES,1.3822,YES,NO,NO,NO,NO
Self-RAG,999,92,O=C([O-])C1=NC(c2cncc(Br)c2)=NC1C(=O)O,O=CC1=CC(Cc2ccc(C(=O)O)cc2)=C(C(=O)[O-])C1=CC1=CC(=CC(=O)[O-])C=CO1,0.378,0.114,YES,YES,1.9518,NO,NO,NO,NO,NO
Self-RAG,999,93,[CH]1N=NC=C1c1ccc([Si](c2ccc(-c3cn[nH]c3)cc2)(c2ccc(C3C=NN=C3)cc2)c2ccc(C3C=NN=C3)cc2)cc1,C1=NN=CC1C12C3C4C1C1C2C3C41Cc1cn[nH]c1,0.59,0.239,YES,YES,3.0154,YES,NO,NO,NO,NO
Self-RAG,999,94,CCOC1(Br)c2c(C(=O)[O-])c(Br)cc(C(=O)[O-])c2C1Br,O=C([O-])C=C(F)C(F)=C(C=CC(F)=C(CF)c1c(F)c(F)c(C(=O)[O-])c(F)c1F)CF,0.528,0.323,YES,YES,2.1352,YES,NO,NO,NO,NO
Self-RAG,999,95,CCCOC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2O,0.711,0.866,YES,YES,0.9518,YES,YES,YES,YES,NO
Self-RAG,999,96,N#CC(C(=O)[O-])=C(C=CC(=O)[O-])c1ccccc1,O=C([O-])C=CC(=O)[O-],0.556,0.311,YES,YES,2.5849,YES,NO,NO,NO,NO
Self-RAG,999,97,O=C([O-])C=CC=CC(=O)[O-],O=C([O-])C=CC=CC(=O)[O-],1.0,1.0,YES,YES,1.3489,YES,YES,YES,YES,YES
Self-RAG,999,98,CCOP(=O)(Cc1c(C)c(C)c(CP(=O)(OCC)OCC)c(C)c1C)OCC,CCCCS(=O)CC1CCCCC1,0.349,0.25,YES,YES,1.6918,NO,NO,NO,NO,NO
Self-RAG,999,99,[CH]1N=CNN1CCCCCCn1cncn1,c1ncn(CCCCn2cncn2)n1,0.769,0.549,YES,NO,2.3364,YES,YES,YES,NO,NO
Self-RAG,999,100,O=P(O)(O)O,O=[PH](O)O,0.824,0.78,YES,YES,1.1292,YES,YES,YES,NO,NO
Self-RAG,999,101,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,O=C([O-])c1cc(C(=O)O)c(C(=O)[O-])c2c1CC2,1.0,1.0,YES,YES,1.6246,YES,YES,YES,YES,YES
Self-RAG,999,102,O=C([O-])c1cc(Cn2nnc3ccccc32)cc(C(=O)[O-])c1,O=C([O-])c1cc(NCc2ccncc2)cc(C(=O)[O-])c1,0.522,0.527,YES,YES,1.0823,YES,NO,NO,NO,NO
Self-RAG,999,103,O=C([O-])c1c(F)cc(C=Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(F)cc(C#Cc2cc(F)c(C(=O)[O-])c(F)c2)cc1F,0.909,0.492,YES,NO,6.5092,YES,YES,YES,YES,YES
Self-RAG,999,104,Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C#Cc1c(N)c(N)c(C(=O)[O-])c(N)c1N,O=C([O-])c1c(Cl)c(Cl)c(C#Cc2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1ClINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,105,NCC(=O)[O-],O=CC(=O)[O-],0.316,0.78,YES,YES,0.2968,YES,YES,YES,NO,NO
Self-RAG,999,106,O=C([O-])c1nc[nH]c1C(=O)[O-],O=C([O-])c1nc[nH]c1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,107,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2Cl)c(Cl)c1,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])c(Cl)c2)cc1Cl,1.0,0.911,YES,YES,3.9097,YES,YES,YES,YES,YES
Self-RAG,999,108,O=C([O-])c1cncc(OCOc2cncc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(Oc2cccnc2)c1C(=O)[O-],0.714,0.327,YES,NO,0.6778,YES,YES,YES,NO,NO
Self-RAG,999,109,O=C([O-])c1ccc(-n2ccc(=O)cc2)cc1C(=O)[O-],O=C([O-])c1cc(Oc2ccccc2C(=O)[O-])cc(Oc2ccccc2C(=O)[O-])c1,0.541,0.302,YES,NO,2.158,YES,NO,NO,NO,NO
Self-RAG,999,110,CCc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-],Cc1cc(C(=O)[O-])cc2c(C)cc(C(=O)[O-])cc12,0.652,0.441,YES,NO,1.3457,YES,YES,NO,NO,NO
Self-RAG,999,111,CCCC1=NN=CC1C#Cc1ccc(C#CC2=C(CCC)N=N[CH]2)cc1OC,CCC12C3C4C5C(C1C53C#CC1=CN=N[CH]1)C42C#Cc1cn[nH]c1,0.5,0.57,YES,YES,0.9592,YES,NO,NO,NO,NO
Self-RAG,999,112,CCC(C)COc1cc(C=Cc2ccncc2)c(OCC(C)CC)cc1C=Cc1ccncc1,CC1=CC=C(C(=O)C2=C(C(C)Cc3ccc(C#N)cc3)[CH]C2=CC(C)(C)C)C=CC1,0.31,0.23,YES,YES,0.8899,NO,NO,NO,NO,NO
Self-RAG,999,113,Cn1cnc(C(=O)[O-])c1C(=O)[O-],O=C([O-])c1cccc(-c2cccc(C(=O)[O-])c2)c1,0.297,0.196,YES,YES,3.4704,NO,NO,NO,NO,NO
Self-RAG,999,114,O=S1(=O)CCCC1,O=C([O-])C1C2CCC(O2)C1C(=O)[O-],0.238,0.046,YES,NO,4.7642,NO,NO,NO,NO,NO
Self-RAG,999,115,Cc1nccn1CCCCn1ccnc1C,c1cn(CCCCn2ccnc2)cn1,0.765,0.878,YES,YES,1.3624,YES,YES,YES,YES,NO
Self-RAG,999,116,O=C([O-])c1ccnc(-c2cc(C(=O)[O-])ccn2)c1,O=C([O-])c1cccc(Cl)c1,0.321,0.196,YES,NO,1.0725,NO,NO,NO,NO,NO
Self-RAG,999,117,O=C([O-])c1cccc(-c2nccs2)c1,O=C([O-])c1cc(Cl)c(Cl)cc1C(=O)[O-],0.281,0.626,YES,NO,1.4344,YES,YES,NO,NO,NO
Self-RAG,999,118,NC(=S)c1cccc(C(N)=S)c1,O=C(O)c1ccc(Br)cc1O,0.121,0.583,YES,YES,2.2004,YES,NO,NO,NO,NO
Self-RAG,999,119,O=C([O-])c1ccc(N=Cc2ccccc2O)cc1,CC(=CC=CC(=O)[O-])Cc1ccncc1C,0.308,0.142,YES,YES,1.7974,NO,NO,NO,NO,NO
Self-RAG,999,120,Nc1c(N)c(C(=O)[O-])c2ccccc2c1C(=O)[O-],O=C([O-])c1ccc(C(=O)[O-])c2c(O)c(O)c(O)cc12,0.526,0.845,YES,YES,0.7017,YES,YES,YES,NO,NO
Self-RAG,999,121,Cc1cc2ncn(CCCCn3cnc4cc(C)c(C)cc43)c2cc1C,O=C([O-])c1cc(-c2ccncc2)cc(-c2ccncc2)c1,0.25,0.258,YES,YES,1.8949,NO,NO,NO,NO,NO
Self-RAG,999,122,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)c(O)c(O)c12,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)c(O)c(O)c12,1.0,1.0,YES,YES,1.1019,YES,YES,YES,YES,YES
Self-RAG,999,123,O=C([O-])C12C3C4C1C1(S(O)(O)O)C2C3C41C(=O)[O-],CCC1C2C3C(CC)C4(c5ccccc5)C3(C#CC(=O)[O-])C2C14C(=O)[O-],0.4,0.441,YES,YES,1.6166,NO,NO,NO,NO,NO
Self-RAG,999,124,Cc1cnc(C)cn1,c1cc(NNc2ccncc2)ccn1,0.407,0.0,YES,NO,0.6301,NO,NO,NO,NO,NO
Self-RAG,999,125,ON=C(c1ccncc1)c1ccccn1,COc1cccc2nnnn2c2ccc(N)cc2nc1,0.294,0.03,YES,YES,1.1362,NO,NO,NO,NO,NO
Self-RAG,999,126,CC(=O)N(C)C,c1c[nH]cn1,0.034,0.0,YES,YES,3.0713,NO,NO,NO,NO,NO
Self-RAG,999,127,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,128,[CH](C=CC=C1C=NN=C1)c1cn[nH]c1,CC(NNC(C)c1ccncc1)c1ccncc1,0.406,0.142,YES,NO,4.9219,NO,NO,NO,NO,NO
Self-RAG,999,129,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,1.0,1.0,YES,YES,2.4951,YES,YES,YES,YES,YES
Self-RAG,999,130,O=C(Nc1cccnc1)c1cccnc1,c1cc(Sc2ccncc2)ccn1,0.414,0.39,YES,NO,1.4617,NO,NO,NO,NO,NO
Self-RAG,999,131,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1,1.0,1.0,YES,YES,0.2993,YES,YES,YES,YES,YES
Self-RAG,999,132,Cc1cc2ncn(Cc3ccc(Cn4cnc5cc(C)c(C)cc54)cc3)c2cc1C,c1cc(-c2ccncc2)ccn1,0.324,0.0,YES,YES,1.9326,NO,NO,NO,NO,NO
Self-RAG,999,133,Cc1ccc(SCN(CSc2ccc(C)cc2C)CSc2ccc(C)cc2C)c(C)c1,CC=CC(=O)[O-],0.029,0.019,YES,NO,1.3645,NO,NO,NO,NO,NO
Self-RAG,999,134,CC1c2nccc(-c3ccnc4c3C4C)c21,O=C(Nc1ccncc1)c1cccc(C(=O)Nc2ccncc2)c1,0.394,0.242,YES,YES,1.0111,NO,NO,NO,NO,NO
Self-RAG,999,135,O=C([O-])c1ccc(OCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)O)cc2)cc1,O=C([O-])c1ccc(C=Cc2ccncc2)cc1,0.333,0.195,YES,NO,2.087,NO,NO,NO,NO,NO
Self-RAG,999,136,N#CC(C#N)C(=S)S,CC(=O)C(C#N)C(C)=O,0.125,0.533,YES,NO,0.2582,YES,NO,NO,NO,NO
Self-RAG,999,137,OC1(Cl)Cc2ncc(Cl)nc21,Fc1nc(F)c(F)nc1F,0.457,0.527,YES,YES,2.4128,YES,NO,NO,NO,NO
Self-RAG,999,138,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,c1cc(CCCc2ccncc2)ccn1,0.222,0.045,YES,YES,1.3798,NO,NO,NO,NO,NO
Self-RAG,999,139,Cc1ccc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,O=C([O-])C=CC=CS(=O)(=O)c1ccc(C(=O)[O-])cc1,0.583,0.5,YES,YES,0.8037,YES,NO,NO,NO,NO
Self-RAG,999,140,O=C([O-])C1=C[CH]NC=C1C(=O)[O-],O=S(=O)(n1ccnc1)n1ccnc1,0.145,0.046,YES,YES,0.5084,NO,NO,NO,NO,NO
Self-RAG,999,141,O=C([O-])c1ccc(-c2cc3cc(c2)C(=O)[O][Cd][O]C3=O)cc1,c1cc(-c2nnn[nH]2)ccc1-c1nnn[nH]1,0.2,0.308,YES,YES,1.5019,NO,NO,NO,NO,NO
Self-RAG,999,142,O=P(O)(O)F,[NH]n1nnnc1C1=NN=CC1,0.082,0.0,YES,YES,1.1801,NO,NO,NO,NO,NO
Self-RAG,999,143,CC(=O)CC(C#N)(C#N)C(C#N)C#N,CC(C)OC(=O)CO,0.231,0.19,YES,YES,0.9535,NO,NO,NO,NO,NO
Self-RAG,999,144,COc1cc(NC#N)c(OC)cc1NC#N,N#CC(C#N)=C(C#N)C(C#N)=C(C#N)C#N,0.094,0.1,YES,NO,2.0396,NO,NO,NO,NO,NO
Self-RAG,999,145,c1ccc2c(-n3ccnc3)c3ccccc3c(-n3ccnc3)c2c1,Cc1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c(C)c(-c3ccncc3)c2C)c(C)c1-c1ccncc1,0.375,0.137,YES,YES,1.6813,NO,NO,NO,NO,NO
Self-RAG,999,146,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])cc2)cc1,O=C([O-])c1ccc(Oc2ccc(C(=O)[O-])cc2)cc1,0.438,0.441,YES,YES,0.7827,NO,NO,NO,NO,NO
Self-RAG,999,147,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,O=C(NCc1ccncc1)c1ccncc1,0.727,0.49,YES,YES,3.1559,YES,YES,YES,NO,NO
Self-RAG,999,148,Nc1ccc(Cc2ccc(N)cc2)cc1,c1cc(-c2ccc(-c3ccncc3)cc2)ccn1,0.333,0.32,YES,YES,1.6309,NO,NO,NO,NO,NO
Self-RAG,999,149,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)[O-])cc3)cc2-c2ccc(C(=O)O)cc2)cc1,O=C([O-])c1cc(C(=O)O)c2cc(C(=O)[O-])cc(C(=O)O)c2c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,150,Fc1cc2cc(C3C=NN=C3)c(F)cc2cc1-c1cn[nH]c1,Cc1cnccc1C(F)(CCF)C(=CF)Cc1ccncc1,0.356,0.027,YES,YES,1.0863,NO,NO,NO,NO,NO
Self-RAG,999,151,O=C1C(=O)C(=O)C(=O)C1=O,O=C1C(=O)C(=O)C1=O,0.867,0.16,YES,NO,3.0076,YES,YES,YES,YES,NO
Self-RAG,999,152,O=C(Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1ccc(N=Nc2ccc(C(=O)[O-])cc2)cc1,0.625,0.317,YES,NO,3.5734,YES,YES,NO,NO,NO
Self-RAG,999,153,Cc1nccn1Cc1ccc(-c2ccc(Cn3ccnc3C)cc2)cc1,c1ccc2c(c1)ncn2CCCCCn1cnc2ccccc21,0.641,0.221,YES,YES,1.5816,YES,YES,NO,NO,NO
Self-RAG,999,154,CC(=O)NC(C)(NC(C)=O)C(=O)[O-],O=C([O-])C1CCCCC1C(=O)O,0.243,0.205,YES,NO,2.1392,NO,NO,NO,NO,NO
Self-RAG,999,155,O=C([O-])c1cccc(CN2CCOCCN(Cc3cccc(C(=O)[O-])c3)CCOCC2)c1,O=C([O-])Cn1cncn1,0.46,0.08,YES,NO,1.2014,NO,NO,NO,NO,NO
Self-RAG,999,156,O=C([O-])c1c(Cl)cc(-c2cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)c2)cc1Cl,O=C([O-])c1c(Cl)cc(-c2cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)c2)cc1Cl,1.0,1.0,YES,YES,1.0074,YES,YES,YES,YES,YES
Self-RAG,999,157,O=[PH](O)O,O=P(O)(O)O,0.824,0.78,YES,YES,1.4075,YES,YES,YES,NO,NO
Self-RAG,999,158,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,1.0,1.0,YES,YES,1.6924,YES,YES,YES,YES,YES
Self-RAG,999,159,c1ccc2nc(-c3cnc4ccccc4n3)cnc2c1,c1cc(-c2ccncc2)ccn1,0.722,0.077,YES,YES,1.1237,YES,YES,YES,NO,NO
Self-RAG,999,160,O=C([O-])Cn1nn[nH]c1=S,O=C([O-])C(F)(F)F,0.132,0.36,YES,NO,0.6499,NO,NO,NO,NO,NO
Self-RAG,999,161,CCCCN(CCO)CCO,O=[N+]([O-])c1ccc(O)cc1,0.154,0.055,YES,YES,2.4071,NO,NO,NO,NO,NO
Self-RAG,999,162,CC1=C(CC2=C(C)N=NC2C)C(C)N=N1,c1ccc(-c2cc(-c3ccncc3)cc(-c3ccccn3)n2)nc1,0.206,0.0,YES,YES,2.4226,NO,NO,NO,NO,NO
Self-RAG,999,163,CC(C)c1cc(C(C)C)c(CP(=O)(O)O)c(C(C)C)c1,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12,0.378,0.3,YES,NO,1.7264,NO,NO,NO,NO,NO
Self-RAG,999,164,O=C([O-])CN=Cc1ccccc1O,O=C([O-])CN1NN=C(c2ccccn2)N1,0.339,0.235,YES,YES,1.46,NO,NO,NO,NO,NO
Self-RAG,999,165,CNC1CC2(C#CC(=O)[O-])C(NC)CC1(C#CC(=O)[O-])C(F)C2F,CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2F,0.829,0.877,YES,YES,0.5614,YES,YES,YES,YES,NO
Self-RAG,999,166,O=C([O-])c1cccc(NNc2cccc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(NNc2cccc(C(=O)[O-])c2)c1,1.0,1.0,YES,YES,1.5263,YES,YES,YES,YES,YES
Self-RAG,999,167,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2cc(O)c(O)cc12,0.395,0.402,YES,NO,3.9069,NO,NO,NO,NO,NO
Self-RAG,999,168,N#CNC#N,N#CNC#NINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
Self-RAG,999,169,O=C([O-])c1cc(C(=O)[O][Ag])c(C(=O)[O-])cc1C(=O)[O][Ag],O=C([O-])c1cccc(C(=O)O)c1,0.571,0.6,YES,NO,1.7624,YES,YES,NO,NO,NO
Self-RAG,999,170,O=C([O-])c1cccc(=O)[nH]1,O=C([O-])c1cncc(Cl)c1,0.467,0.6,YES,NO,1.0964,YES,YES,NO,NO,NO
Self-RAG,999,171,O=C([O-])c1ccc(C(=O)[O-])cc1,O=C([O-])c1ccc(C(=O)[O-])cc1,1.0,1.0,YES,YES,1.0701,YES,YES,YES,YES,YES
Self-RAG,999,172,O=C([O-])CCCC(=O)[O-],O=C([O-])CC(=O)[O-],0.786,0.533,YES,YES,0.2379,YES,YES,YES,NO,NO
Self-RAG,999,173,COC1CCc2nccc(-c3ccncc3)c2C1OC,COC1=NN=CC1c1ccc(C2=CN=N[CH]2)c2c1C(OC)C2,0.491,0.26,YES,YES,1.0744,NO,NO,NO,NO,NO
Self-RAG,999,174,O=C([O-])c1ccc(C(=O)[O-])o1,O=C([O-])c1ccc(C(=O)[O-])s1,0.7,0.327,YES,YES,1.0689,YES,YES,YES,NO,NO
Self-RAG,999,175,[CH]1C=CC=C1,c1cn(CCCCn2ccnc2)cn1,0.074,0.0,YES,YES,1.5303,NO,NO,NO,NO,NO
Self-RAG,999,176,c1ccc(C2=NNC(c3ccccn3)=NN2)nc1,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,0.326,0.289,YES,NO,1.318,NO,NO,NO,NO,NO
Self-RAG,999,177,O=[N+]([O-])C12CN3CN(CN(C3)C1)C2,O=C1C(=O)C(Nc2nnn[nH]2)C1=O,0.288,0.119,YES,YES,1.3928,NO,NO,NO,NO,NO
Self-RAG,999,178,c1cc(-c2nnn[nH]2)ccc1-c1nn[nH]n1,c1cn(-c2cc(-n3ccnc3)cc(-n3ccnc3)c2)cn1,0.515,0.271,YES,YES,2.1461,YES,NO,NO,NO,NO
Self-RAG,999,179,Cc1c(C)c(-c2ccncc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccncc2)c(C)c1C)c1c(C)c(C)c(-c2ccncc2)c(C)c1C,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,0.483,0.136,YES,YES,3.9243,NO,NO,NO,NO,NO
Self-RAG,999,180,O=C([O-])C(=O)[O-],O=C([O-])C(=O)[O-],1.0,1.0,YES,YES,0.4633,YES,YES,YES,YES,YES
Self-RAG,999,181,O=C([O-])CN(CC(=O)[O-])c1ccc(C(=O)[O-])cc1,O=C([O-])c1ccc(C(=O)[O-])cc1,0.444,0.5,YES,YES,1.4358,YES,NO,NO,NO,NO
Self-RAG,999,182,ON1[CH]C=CC=C1,Cc1cnc(C)cn1,0.194,0.0,YES,YES,1.4001,NO,NO,NO,NO,NO
Self-RAG,999,183,O=C([O-])C1OCOC2C(C(=O)[O-])OCOC12,CCOCCC#CC1C=NN=C1,0.167,0.099,YES,YES,3.039,NO,NO,NO,NO,NO
Self-RAG,999,184,O=C([O-])c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)[O-])cc5)c(Cl)c4)cc(-c4ccc(-c5ccc(C(=O)[O-])cc5)c(Cl)c4)c3)cc2Cl)cc1,C=C(N=CC=CC(=O)[O-])c1ccnc(C(=O)[O-])c1,0.333,0.064,YES,YES,4.173,NO,NO,NO,NO,NO
Self-RAG,999,185,C1COCCO1,CCc1nnc(CC)[nH]1,0.098,0.0,YES,YES,0.7902,NO,NO,NO,NO,NO
Self-RAG,999,186,O=C1NCCN1,O=C1NCCN1,1.0,1.0,YES,YES,0.5149,YES,YES,YES,YES,YES
Self-RAG,999,187,CC(=O)C(Sc1ccncc1)C(C)=O,c1cn(Cn2ccnc2)cn1,0.162,0.043,YES,NO,1.4661,NO,NO,NO,NO,NO
Self-RAG,999,188,O=C([O-])c1ccc2c3c(ccc(C(=O)[O-])c13)C(=O)N(c1ccncc1)C2=O,C=CC=CC(O)=CC(C(=O)[O-])=c1ccccc1=CC(=O)[O-],0.277,0.213,YES,YES,1.5068,NO,NO,NO,NO,NO
